date,Belegte Betten,Freie Betten,Notfallreserve
2020-05-13T12:15:00+02:00,640,392,0
2020-05-12T12:15:00+02:00,616,417,0
2020-05-11T12:15:00+02:00,607,428,0
2020-05-10T12:15:00+02:00,605,436,0
2020-05-09T12:15:00+02:00,616,410,0
2020-05-08T12:15:00+02:00,624,418,0
2020-05-07T12:15:00+02:00,611,430,0
2020-05-06T12:15:00+02:00,616,421,0
2020-05-05T12:15:00+02:00,595,463,0
2020-05-04T12:15:00+02:00,574,474,0
2020-05-03T12:15:00+02:00,579,462,0
2020-05-02T12:15:00+02:00,596,442,0
2020-05-01T12:15:00+02:00,604,433,0
2020-04-30T12:15:00+02:00,616,441,0
2020-04-29T12:15:00+02:00,616,439,0
2020-04-28T12:15:00+02:00,623,427,0
2020-04-27T12:15:00+02:00,594,454,0
2020-04-26T12:15:00+02:00,560,458,0
2020-04-25T12:15:00+02:00,579,452,0
2020-04-24T12:15:00+02:00,585,445,0
2020-04-23T12:15:00+02:00,597,418,0
2020-04-22T12:15:00+02:00,592,430,0
2020-04-21T12:15:00+02:00,562,446,0
2020-04-20T12:15:00+02:00,537,481,0
2020-04-19T12:15:00+02:00,534,471,0
2020-04-18T12:15:00+02:00,546,460,0
2020-04-17T12:15:00+02:00,538,460,0
2020-04-16T12:15:00+02:00,501,528,0
2020-04-15T12:15:00+02:00,470,461,0
2020-04-14T12:15:00+02:00,457,434,0
2020-04-13T12:15:00+02:00,461,422,0
2020-04-12T12:15:00+02:00,460,419,0
2020-04-11T12:15:00+02:00,459,406,0
2020-04-10T12:15:00+02:00,438,431,0
2020-04-09T12:15:00+02:00,345,392,0
2020-04-08T12:15:00+02:00,415,418,0
2020-04-07T12:15:00+02:00,395,363,0
2020-04-06T12:15:00+02:00,368,423,0
2020-04-05T12:15:00+02:00,374,423,0
2020-04-04T12:15:00+02:00,377,421,0
2020-04-03T12:15:00+02:00,378,425,0
2020-04-02T12:15:00+02:00,344,353,0
2020-04-01T12:15:00+02:00,231,313,0
2020-03-31T12:15:00+02:00,188,248,0
2020-03-30T12:15:00+02:00,167,151,0
2020-03-29T12:15:00+02:00,167,150,0
2020-03-28T12:15:00+01:00,164,151,0
2020-03-27T12:15:00+01:00,141,176,0
2020-03-26T12:15:00+01:00,148,179,0
2020-03-25T12:15:00+01:00,142,192,0
2020-03-24T12:15:00+01:00,133,198,0
2020-03-23T12:15:00+01:00,105,189,0
2020-03-22T12:15:00+01:00,91,153,0
2020-03-21T12:15:00+01:00,84,161,0
2020-03-20T12:15:00+01:00,0,150,0
